,long,lat,variety,seeding_rate,seed_spacing,speed,yield
3644,-91.84721,40.37812,,,,,223.21819
3645,-91.84721,40.37813,,,,,218.78494
3646,-91.84721,40.37814,,,,,231.12322
3647,-91.84721,40.37816,,,,,242.26696
3648,-91.84721,40.37817,,,,,224.68284
3649,-91.84721,40.37819,,,,,233.33618
3650,-91.84721,40.3782,,,,,230.31323
3651,-91.84721,40.37822,,,,,222.28065
3652,-91.84721,40.37823,,,,,222.42815
3653,-91.84721,40.37825,,,,,201.78304
3654,-91.84721,40.37826,,,,,231.65164
3655,-91.84721,40.37828,,,,,241.1559
3656,-91.84721,40.37829,,,,,219.32014
3657,-91.84721,40.37831,,,,,211.24312
3658,-91.84721,40.37832,,,,,213.18215
3659,-91.84721,40.37834,,,,,227.17719
3660,-91.84721,40.37835,,,,,248.95386
3661,-91.84721,40.37837,,,,,242.36384
3662,-91.84721,40.37838,,,,,254.37495
3663,-91.84721,40.3784,,,,,251.97317
3664,-91.84721,40.37841,,,,,250.96905
3665,-91.84721,40.37842,,,,,253.15218
3666,-91.84721,40.37844,,,,,241.82781
3667,-91.84721,40.37845,,,,,231.32587
3668,-91.84721,40.37847,,,,,243.57342
3669,-91.84721,40.37848,,,,,233.52543
3670,-91.84721,40.3785,,,,,240.43566
3671,-91.84721,40.37851,,,,,233.82704
3672,-91.84721,40.37852,,,,,219.88841
3673,-91.84721,40.37854,,,,,222.52128
3674,-91.84721,40.37855,,,,,222.41604
3675,-91.84721,40.37857,,,,,252.40639
3676,-91.84721,40.37858,,,,,251.36412
3677,-91.8472,40.37859,,,,,235.39697
3678,-91.84721,40.37861,,,,,234.67184
3679,-91.8472,40.37862,,,,,239.21477
3680,-91.8472,40.37864,,,,,241.84673
3681,-91.8472,40.37865,,,,,226.46306
3682,-91.8472,40.37866,,,,,228.68774
3683,-91.8472,40.37868,,,,,246.04914
3684,-91.8472,40.37869,,,,,246.22348
3685,-91.8472,40.37871,,,,,226.32549
3686,-91.8472,40.37872,,,,,223.80548
3687,-91.8472,40.37873,,,,,215.10872
3688,-91.8472,40.37875,,,,,231.65356
3689,-91.8472,40.37876,,,,,231.40443
3690,-91.8472,40.37878,,,,,232.67767
3691,-91.8472,40.37879,,,,,246.38365
3692,-91.8472,40.3788,,,,,241.29374
3693,-91.8472,40.37882,,,,,237.10232
3694,-91.8472,40.37883,,,,,228.50202
3695,-91.8472,40.37885,,,,,233.22721
3696,-91.8472,40.37886,,,,,237.97979
3697,-91.8472,40.37888,,,,,229.11947
3698,-91.8472,40.37889,,,,,225.94813
3699,-91.8472,40.37891,,,,,222.2278
3700,-91.8472,40.37892,,,,,211.33686
3701,-91.8472,40.37893,,,,,220.52539
3702,-91.8472,40.37895,,,,,222.92712
3703,-91.8472,40.37896,,,,,259.73906
3704,-91.8472,40.37898,,,,,258.91887
3705,-91.8472,40.37899,,,,,253.00806
3706,-91.8472,40.37901,,,,,314.66978
3707,-91.8472,40.37902,,,,,320.67795
3708,-91.8472,40.37903,,,,,301.56944
3709,-91.8472,40.37905,,,,,278.45966
3710,-91.8472,40.37906,,,,,262.51764
3711,-91.8472,40.37908,,,,,266.54989
3712,-91.8472,40.37909,,,,,272.8887
3713,-91.8472,40.37911,,,,,237.85553
3714,-91.8472,40.37912,,,,,235.59292
3715,-91.8472,40.37914,,,,,217.71167
3716,-91.8472,40.37915,,,,,236.16202
3717,-91.8472,40.37916,,,,,254.18932
3718,-91.8472,40.37918,,,,,253.84916
3719,-91.84727,40.37917,,,,,149.38389
3720,-91.84727,40.37916,,,,,178.50732
3721,-91.84727,40.37914,,,,,202.24981
3722,-91.84728,40.37913,,,,,216.64681
3723,-91.84728,40.37911,,,,,215.50555
3724,-91.84728,40.3791,,,,,223.25971
3725,-91.84727,40.37908,,,,,240.73122
3726,-91.84727,40.37907,,,,,244.37102
3727,-91.84727,40.37905,,,,,248.90093
3728,-91.84727,40.37904,,,,,247.86707
3729,-91.84727,40.37902,,,,,252.58643
3730,-91.84728,40.37901,,,,,259.6713
3731,-91.84728,40.37899,,,,,280.31199
3732,-91.84728,40.37898,,,,,266.34005
3733,-91.84728,40.37896,,,,,254.54081
3734,-91.84728,40.37895,,,,,240.87922
3735,-91.84728,40.37893,,,,,214.88176
3736,-91.84728,40.37892,,,,,213.29673
3737,-91.84728,40.3789,,,,,198.35606
3738,-91.84728,40.37889,,,,,218.30362
3739,-91.84728,40.37887,,,,,240.49346
3740,-91.84728,40.37886,,,,,232.96247
3741,-91.84728,40.37884,,,,,239.88004
3742,-91.84728,40.37883,,,,,238.86202
3743,-91.84728,40.37881,,,,,229.04525
3744,-91.84728,40.3788,,,,,226.41166
3745,-91.84728,40.37878,,,,,212.5478
3746,-91.84728,40.37877,,,,,221.8899
3747,-91.84728,40.37875,,,,,221.19327
3748,-91.84728,40.37874,,,,,217.74826
3749,-91.84728,40.37872,,,,,215.97817
3750,-91.84728,40.37871,,,,,200.10976
3751,-91.84728,40.37869,,,,,223.9049
3752,-91.84728,40.37868,,,,,225.49222
3753,-91.84728,40.37866,,,,,227.09112
3754,-91.84728,40.37865,,,,,229.18695
3755,-91.84728,40.37863,,,,,228.77964
3756,-91.84728,40.37862,,,,,223.65312
3757,-91.84728,40.3786,,,,,234.83418
3758,-91.84728,40.37859,,,,,237.83226
3759,-91.84728,40.37858,,,,,235.47114
3760,-91.84728,40.37856,,,,,244.43493
3761,-91.84728,40.37855,,,,,230.22659
3762,-91.84728,40.37853,,,,,241.7771
3763,-91.84728,40.37852,,,,,232.31404
3764,-91.84728,40.3785,,,,,245.3184
3765,-91.84728,40.37849,,,,,241.4069
3766,-91.84728,40.37848,,,,,218.17202
3767,-91.84728,40.37846,,,,,209.99657
3768,-91.84728,40.37845,,,,,218.857
3769,-91.84728,40.37843,,,,,233.92885
3770,-91.84728,40.37842,,,,,242.91902
3771,-91.84728,40.37841,,,,,232.38841
3772,-91.84728,40.37839,,,,,253.53324
3773,-91.84728,40.37838,,,,,240.23512
3774,-91.84728,40.37836,,,,,238.40696
3775,-91.84728,40.37835,,,,,234.14814
3776,-91.84728,40.37833,,,,,238.79156
3777,-91.84728,40.37832,,,,,232.0953
3778,-91.84728,40.37831,,,,,241.95341
3779,-91.84728,40.37829,,,,,216.31981
3780,-91.84728,40.37828,,,,,228.50189
3781,-91.84728,40.37827,,,,,238.75014
3782,-91.84729,40.37825,,,,,231.21164
3783,-91.84729,40.37824,,,,,256.94408
3784,-91.84729,40.37822,,,,,271.0571
3785,-91.84729,40.37821,,,,,267.3247
3786,-91.84729,40.3782,,,,,268.57302
3787,-91.84729,40.37818,,,,,252.94331
3788,-91.84729,40.37817,,,,,250.51748
3789,-91.84729,40.37816,,,,,253.75415
3790,-91.84729,40.37814,,,,,250.29786
3791,-91.84729,40.37813,,,,,250.21484
3792,-91.84729,40.37812,,,,,236.69003
3793,-91.84729,40.3781,,,,,250.2711
3794,-91.84729,40.37809,,,,,242.97032
3795,-91.84729,40.37808,,,,,231.27904
3796,-91.84729,40.37806,,,,,224.16892
3797,-91.84729,40.37805,,,,,229.53794
3798,-91.84729,40.37804,,,,,221.93843
3799,-91.84729,40.37802,,,,,227.04139
3800,-91.84729,40.37801,,,,,219.75324
3801,-91.84729,40.37799,,,,,234.376
3802,-91.84729,40.37798,,,,,242.54553
3803,-91.84729,40.37797,,,,,234.18235
3804,-91.84729,40.37795,,,,,243.03688
3805,-91.84729,40.37794,,,,,228.50184
3806,-91.84729,40.37792,,,,,248.46182
3807,-91.84729,40.37791,,,,,247.44119
3808,-91.84729,40.3779,,,,,220.07569
3809,-91.84729,40.37788,,,,,225.9025
3810,-91.84729,40.37787,,,,,217.03869
3811,-91.84729,40.37785,,,,,219.05476
3812,-91.84729,40.37784,,,,,238.51042
3813,-91.84729,40.37782,,,,,243.86637
3814,-91.84729,40.37781,,,,,253.68286
3815,-91.84729,40.3778,,,,,258.09795
3816,-91.84729,40.37778,,,,,237.84847
3817,-91.84729,40.37777,,,,,230.36735
3818,-91.84729,40.37775,,,,,233.67934
3819,-91.8473,40.37774,,,,,227.98329
3820,-91.8473,40.37772,,,,,240.02656
3821,-91.84729,40.37771,,,,,234.9635
3822,-91.84729,40.3777,,,,,222.35537
3823,-91.84729,40.37768,,,,,226.35921
3824,-91.84729,40.37767,,,,,223.73734
3825,-91.84729,40.37765,,,,,226.76845
3826,-91.8473,40.37764,,,,,225.14826
3827,-91.8473,40.37763,,,,,252.04472
3828,-91.8473,40.37761,,,,,258.69349
3829,-91.8473,40.3776,,,,,246.58907
3830,-91.8473,40.37759,,,,,244.35156
3831,-91.8473,40.37757,,,,,253.79594
3832,-91.8473,40.37756,,,,,235.70013
3833,-91.8473,40.37755,,,,,242.01821
3834,-91.8473,40.37753,,,,,237.6424
3835,-91.8473,40.37752,,,,,247.15913
3836,-91.8473,40.3775,,,,,260.76592
3837,-91.8473,40.37749,,,,,235.626
3838,-91.8473,40.37748,,,,,238.78419
3839,-91.8473,40.37746,,,,,222.25309
3840,-91.8473,40.37745,,,,,238.66989
3841,-91.8473,40.37744,,,,,249.98727
3842,-91.8473,40.37742,,,,,242.34683
3843,-91.8473,40.37741,,,,,245.69751
3844,-91.8473,40.3774,,,,,253.1676
3845,-91.8473,40.37738,,,,,249.14391
3846,-91.8473,40.37737,,,,,244.45489
3847,-91.8473,40.37735,,,,,242.16976
3848,-91.8473,40.37734,,,,,246.78284
3849,-91.8473,40.37733,,,,,253.78284
3850,-91.8473,40.37731,,,,,242.10837
3851,-91.8473,40.3773,,,,,236.09962
3852,-91.8473,40.37729,,,,,233.89896
3853,-91.8473,40.37727,,,,,238.38386
3854,-91.8473,40.37726,,,,,235.17175
3855,-91.8473,40.37724,,,,,249.73811
3856,-91.8473,40.37723,,,,,248.43991
3857,-91.8473,40.37722,,,,,250.88279
3858,-91.8473,40.3772,,,,,246.49763
3859,-91.8473,40.37719,,,,,249.65304
3860,-91.8473,40.37717,,,,,243.82551
3861,-91.8473,40.37716,,,,,262.91769
3862,-91.8473,40.37715,,,,,239.98374
3863,-91.8473,40.37713,,,,,244.59717
3864,-91.84731,40.37712,,,,,240.38671
3865,-91.84731,40.3771,,,,,247.65846
3866,-91.84731,40.37709,,,,,245.0962
3867,-91.84731,40.37708,,,,,217.83876
3868,-91.84731,40.37706,,,,,230.18353
3869,-91.84731,40.37705,,,,,240.32502
3870,-91.84731,40.37703,,,,,250.23675
3871,-91.84731,40.37702,,,,,252.07386
3872,-91.84731,40.37701,,,,,240.76746
3873,-91.84731,40.37699,,,,,252.92517
3874,-91.84731,40.37698,,,,,245.79242
3875,-91.84731,40.37696,,,,,233.13323
3876,-91.84731,40.37695,,,,,245.75451
3877,-91.84731,40.37693,,,,,249.88644
3878,-91.84731,40.37692,,,,,256.38559
3879,-91.84731,40.37691,,,,,248.7637
3880,-91.84731,40.37689,,,,,226.26768
3881,-91.84731,40.37688,,,,,219.90005
3882,-91.84731,40.37686,,,,,224.66598
3883,-91.84731,40.37685,,,,,231.08227
3884,-91.84731,40.37684,,,,,248.24481
3885,-91.84731,40.37682,,,,,247.69223
3886,-91.84731,40.37681,,,,,268.65508
3887,-91.84731,40.37679,,,,,269.86703
3888,-91.84731,40.37678,,,,,249.6246
3889,-91.84731,40.37676,,,,,250.20489
3890,-91.84731,40.37675,,,,,247.86143
3891,-91.84731,40.37674,,,,,240.77929
3892,-91.84731,40.37672,,,,,243.35477
3893,-91.84731,40.37671,,,,,241.93137
3894,-91.84731,40.37669,,,,,239.89592
3895,-91.84731,40.37668,,,,,237.39742
3896,-91.84731,40.37667,,,,,238.09457
3897,-91.84731,40.37665,,,,,230.62532
3898,-91.84731,40.37664,,,,,227.34326
3899,-91.84731,40.37662,,,,,261.38545
3900,-91.84731,40.37661,,,,,258.85706
3901,-91.84731,40.3766,,,,,260.95164
3902,-91.84731,40.37658,,,,,234.11195
3903,-91.84731,40.37657,,,,,232.27438
3904,-91.84731,40.37655,,,,,242.21004
3905,-91.84731,40.37654,,,,,241.19113
3906,-91.84731,40.37652,,,,,243.92036
3907,-91.84731,40.37651,,,,,246.71413
3908,-91.84731,40.3765,,,,,257.56346
3909,-91.84731,40.37648,,,,,255.78257
3910,-91.84731,40.37647,,,,,241.18627
3911,-91.84731,40.37645,,,,,245.60922
3912,-91.84731,40.37644,,,,,228.72374
3913,-91.84731,40.37642,,,,,235.27558
3914,-91.84731,40.37641,,,,,245.56683
3915,-91.84731,40.3764,,,,,240.86772
3916,-91.84731,40.37638,,,,,252.89654
3917,-91.84731,40.37637,,,,,253.32516
3918,-91.84731,40.37635,,,,,254.42399
3919,-91.84732,40.37634,,,,,250.73089
3920,-91.84732,40.37632,,,,,237.11894
3921,-91.84732,40.37631,,,,,245.55827
3922,-91.84731,40.37629,,,,,322.36402
3923,-91.84732,40.37628,,,,,329.98294
3924,-91.84732,40.37627,,,,,299.98468
3925,-91.84732,40.37625,,,,,272.7248
3926,-91.84732,40.37624,,,,,284.67858
3927,-91.84732,40.37622,,,,,263.27139
3928,-91.84732,40.37621,,,,,262.33401
3929,-91.84732,40.3762,,,,,260.75396
3930,-91.84732,40.37618,,,,,263.12055
3931,-91.84732,40.37617,,,,,259.71931
3932,-91.84732,40.37615,,,,,271.81995
3933,-91.84732,40.37614,,,,,270.103
3934,-91.84732,40.37612,,,,,260.96428
3935,-91.84732,40.37611,,,,,241.38724
3936,-91.84739,40.37611,,,,,171.13851
3937,-91.84739,40.37612,,,,,212.69564
3938,-91.84739,40.37614,,,,,216.72166
3939,-91.84739,40.37615,,,,,216.96466
3940,-91.84739,40.37616,,,,,216.11482
3941,-91.84739,40.37618,,,,,234.10386
3942,-91.84738,40.37619,,,,,240.83248
3943,-91.84738,40.3762,,,,,252.41422
3944,-91.84738,40.37622,,,,,268.16767
3945,-91.84738,40.37623,,,,,272.17532
3946,-91.84738,40.37625,,,,,285.1086
3947,-91.84738,40.37626,,,,,263.64343
3948,-91.84738,40.37627,,,,,255.37895
3949,-91.84738,40.37629,,,,,242.61024
3950,-91.84738,40.3763,,,,,253.04044
3951,-91.84738,40.37631,,,,,238.83186
3952,-91.84738,40.37633,,,,,234.03949
3953,-91.84738,40.37634,,,,,221.54732
3954,-91.84738,40.37636,,,,,224.8217
3955,-91.84738,40.37637,,,,,224.8726
3956,-91.84738,40.37638,,,,,231.44711
3957,-91.84738,40.3764,,,,,239.29659
3958,-91.84738,40.37641,,,,,245.79322
3959,-91.84738,40.37642,,,,,247.10854
3960,-91.84738,40.37644,,,,,250.68708
3961,-91.84738,40.37645,,,,,250.97375
3962,-91.84738,40.37647,,,,,238.23366
3963,-91.84738,40.37648,,,,,237.22329
3964,-91.84738,40.37649,,,,,230.54014
3965,-91.84738,40.37651,,,,,232.3331
3966,-91.84738,40.37652,,,,,229.35007
3967,-91.84738,40.37653,,,,,260.873
3968,-91.84738,40.37655,,,,,253.33437
3969,-91.84738,40.37656,,,,,237.94178
3970,-91.84738,40.37657,,,,,239.32178
3971,-91.84738,40.37659,,,,,256.50049
3972,-91.84738,40.3766,,,,,242.02683
3973,-91.84738,40.37662,,,,,252.37207
3974,-91.84738,40.37663,,,,,248.25244
3975,-91.84738,40.37664,,,,,251.08957
3976,-91.84738,40.37666,,,,,245.41887
3977,-91.84738,40.37667,,,,,237.86742
3978,-91.84738,40.37668,,,,,235.08058
3979,-91.84738,40.3767,,,,,223.27959
3980,-91.84738,40.37671,,,,,248.72695
3981,-91.84738,40.37672,,,,,246.31357
3982,-91.84738,40.37674,,,,,228.68402
3983,-91.84738,40.37675,,,,,234.82324
3984,-91.84738,40.37677,,,,,235.27338
3985,-91.84738,40.37678,,,,,253.34002
3986,-91.84738,40.37679,,,,,258.98187
3987,-91.84738,40.37681,,,,,255.37468
3988,-91.84738,40.37682,,,,,278.5126
3989,-91.84738,40.37683,,,,,260.28675
3990,-91.84738,40.37685,,,,,253.65352
3991,-91.84738,40.37686,,,,,244.41237
3992,-91.84738,40.37688,,,,,247.51773
3993,-91.84738,40.37689,,,,,246.15555
3994,-91.84738,40.3769,,,,,250.11603
3995,-91.84738,40.37692,,,,,236.36261
3996,-91.84738,40.37693,,,,,237.91021
3997,-91.84738,40.37694,,,,,240.23939
3998,-91.84737,40.37696,,,,,225.13863
3999,-91.84737,40.37697,,,,,253.55416
4000,-91.84737,40.37698,,,,,243.31472
4001,-91.84737,40.377,,,,,275.86728
4002,-91.84737,40.37701,,,,,264.32353
4003,-91.84737,40.37703,,,,,246.48806
4004,-91.84737,40.37704,,,,,242.77906
4005,-91.84737,40.37705,,,,,246.24173
4006,-91.84737,40.37707,,,,,250.77064
4007,-91.84737,40.37708,,,,,238.10029
4008,-91.84737,40.37709,,,,,239.44428
4009,-91.84737,40.37711,,,,,263.1934
4010,-91.84737,40.37712,,,,,247.96616
4011,-91.84737,40.37713,,,,,233.83435
4012,-91.84737,40.37715,,,,,232.01696
4013,-91.84737,40.37716,,,,,235.20338
4014,-91.84737,40.37717,,,,,228.70095
4015,-91.84737,40.37719,,,,,255.90814
4016,-91.84737,40.3772,,,,,233.08622
4017,-91.84737,40.37722,,,,,265.3081
4018,-91.84737,40.37723,,,,,250.7557
4019,-91.84737,40.37724,,,,,245.13514
4020,-91.84737,40.37726,,,,,237.83873
4021,-91.84737,40.37727,,,,,228.18813
4022,-91.84737,40.37728,,,,,254.34673
4023,-91.84737,40.3773,,,,,251.42949
4024,-91.84737,40.37731,,,,,230.58873
4025,-91.84737,40.37733,,,,,237.37942
4026,-91.84737,40.37734,,,,,229.13971
4027,-91.84737,40.37735,,,,,230.85732
4028,-91.84737,40.37737,,,,,238.28289
4029,-91.84737,40.37738,,,,,255.45837
4030,-91.84737,40.3774,,,,,253.49925
4031,-91.84737,40.37741,,,,,247.54109
4032,-91.84737,40.37742,,,,,246.37967
4033,-91.84737,40.37744,,,,,228.40576
4034,-91.84737,40.37745,,,,,227.66477
4035,-91.84737,40.37747,,,,,246.75657
4036,-91.84737,40.37748,,,,,244.78353
4037,-91.84737,40.37749,,,,,242.31823
4038,-91.84737,40.37751,,,,,230.49892
4039,-91.84737,40.37752,,,,,228.45344
4040,-91.84737,40.37754,,,,,223.26023
4041,-91.84736,40.37755,,,,,215.10013
4042,-91.84736,40.37756,,,,,234.53299
4043,-91.84736,40.37758,,,,,245.14389
4044,-91.84736,40.37759,,,,,228.71585
4045,-91.84736,40.37761,,,,,248.92233
4046,-91.84736,40.37762,,,,,238.25161
4047,-91.84736,40.37764,,,,,228.37208
4048,-91.84736,40.37765,,,,,235.94025
4049,-91.84736,40.37766,,,,,235.43842
4050,-91.84736,40.37768,,,,,240.72871
4051,-91.84736,40.37769,,,,,248.68135
4052,-91.84736,40.37771,,,,,240.43829
4053,-91.84736,40.37772,,,,,223.51622
4054,-91.84736,40.37773,,,,,201.06854
4055,-91.84736,40.37775,,,,,213.40385
4056,-91.84736,40.37776,,,,,221.0732
4057,-91.84736,40.37777,,,,,239.70697
4058,-91.84736,40.37779,,,,,252.61396
4059,-91.84736,40.3778,,,,,259.92546
4060,-91.84736,40.37782,,,,,264.7193
4061,-91.84736,40.37783,,,,,258.9214
4062,-91.84736,40.37784,,,,,233.57094
4063,-91.84736,40.37786,,,,,235.06676
4064,-91.84736,40.37787,,,,,248.079
4065,-91.84736,40.37788,,,,,247.9757
4066,-91.84736,40.3779,,,,,230.6266
4067,-91.84736,40.37791,,,,,230.31659
4068,-91.84736,40.37792,,,,,220.00489
4069,-91.84736,40.37794,,,,,232.32365
4070,-91.84736,40.37795,,,,,226.2681
4071,-91.84736,40.37796,,,,,258.49328
4072,-91.84736,40.37798,,,,,259.66816
4073,-91.84736,40.37799,,,,,263.78738
4074,-91.84736,40.378,,,,,268.39225
4075,-91.84736,40.37802,,,,,255.2475
4076,-91.84736,40.37803,,,,,257.69373
4077,-91.84736,40.37804,,,,,248.66338
4078,-91.84736,40.37806,,,,,230.71774
4079,-91.84736,40.37807,,,,,235.3453
4080,-91.84736,40.37808,,,,,247.75722
4081,-91.84736,40.3781,,,,,247.85113
4082,-91.84736,40.37811,,,,,231.72794
4083,-91.84736,40.37813,,,,,230.77617
4084,-91.84736,40.37814,,,,,224.5421
4085,-91.84736,40.37815,,,,,218.22924
4086,-91.84736,40.37817,,,,,225.23364
4087,-91.84736,40.37818,,,,,231.187
4088,-91.84736,40.37819,,,,,236.21754
4089,-91.84736,40.37821,,,,,222.41077
4090,-91.84736,40.37822,,,,,244.59702
4091,-91.84736,40.37824,,,,,240.53176
4092,-91.84736,40.37825,,,,,229.84879
4093,-91.84736,40.37827,,,,,238.47288
4094,-91.84735,40.37828,,,,,249.34289
4095,-91.84735,40.37829,,,,,240.1508
4096,-91.84735,40.37831,,,,,241.22619
4097,-91.84735,40.37832,,,,,223.78106
4098,-91.84735,40.37834,,,,,218.39306
4099,-91.84735,40.37835,,,,,231.61478
4100,-91.84735,40.37836,,,,,209.50299
4101,-91.84735,40.37838,,,,,235.78543
4102,-91.84735,40.37839,,,,,251.35686
4103,-91.84735,40.3784,,,,,254.72868
4104,-91.84735,40.37842,,,,,257.1906
4105,-91.84735,40.37843,,,,,254.8511
4106,-91.84735,40.37844,,,,,250.44859
4107,-91.84735,40.37846,,,,,262.48111
4108,-91.84735,40.37847,,,,,241.40363
4109,-91.84735,40.37848,,,,,243.16698
4110,-91.84735,40.3785,,,,,230.52277
4111,-91.84735,40.37851,,,,,252.24791
4112,-91.84735,40.37852,,,,,247.40513
4113,-91.84735,40.37854,,,,,232.02919
4114,-91.84735,40.37855,,,,,233.97609
4115,-91.84735,40.37856,,,,,243.12039
4116,-91.84735,40.37858,,,,,249.20127
4117,-91.84735,40.37859,,,,,263.19709
4118,-91.84735,40.3786,,,,,260.25087
4119,-91.84735,40.37862,,,,,253.48827
4120,-91.84735,40.37863,,,,,249.69547
4121,-91.84735,40.37864,,,,,235.01871
4122,-91.84735,40.37866,,,,,230.0389
4123,-91.84735,40.37867,,,,,229.11987
4124,-91.84735,40.37868,,,,,237.63133
4125,-91.84735,40.37869,,,,,249.53753
4126,-91.84735,40.37871,,,,,242.53448
4127,-91.84735,40.37872,,,,,237.99469
4128,-91.84735,40.37873,,,,,248.27079
4129,-91.84735,40.37875,,,,,233.95304
4130,-91.84735,40.37876,,,,,240.30936
4131,-91.84735,40.37877,,,,,241.28417
4132,-91.84735,40.37879,,,,,260.12656
4133,-91.84735,40.3788,,,,,258.39234
4134,-91.84735,40.37881,,,,,247.50175
4135,-91.84735,40.37883,,,,,247.26551
4136,-91.84735,40.37884,,,,,252.57548
4137,-91.84735,40.37885,,,,,234.38549
4138,-91.84735,40.37887,,,,,236.46004
4139,-91.84735,40.37888,,,,,227.16195
4140,-91.84735,40.37889,,,,,231.48492
4141,-91.84734,40.37891,,,,,226.06945
4142,-91.84734,40.37892,,,,,223.62143
4143,-91.84734,40.37893,,,,,239.57425
4144,-91.84734,40.37895,,,,,241.59979
4145,-91.84734,40.37896,,,,,250.74511
4146,-91.84734,40.37897,,,,,258.93523
4147,-91.84734,40.37899,,,,,253.57064
4148,-91.84734,40.379,,,,,241.15802
4149,-91.84734,40.37901,,,,,301.21368
4150,-91.84734,40.37903,,,,,292.41388
4151,-91.84734,40.37904,,,,,290.99489
4152,-91.84734,40.37905,,,,,255.73208
4153,-91.84734,40.37907,,,,,282.43581
4154,-91.84734,40.37908,,,,,278.18139
4155,-91.84734,40.37909,,,,,240.12457
4156,-91.84734,40.37911,,,,,243.29757
4157,-91.84734,40.37912,,,,,243.50199
4158,-91.84734,40.37913,,,,,242.73532
4159,-91.84734,40.37915,,,,,263.7947
4160,-91.84734,40.37916,,,,,246.29697
4161,-91.84734,40.37917,,,,,249.84248
4162,-91.84734,40.37919,,,,,239.93446
4163,-91.84741,40.37917,,,,,91.7997
4164,-91.84742,40.37916,,,,,196.72857
4165,-91.84742,40.37915,,,,,211.2338
4166,-91.84742,40.37913,,,,,220.31708
4167,-91.84742,40.37912,,,,,229.35033
4168,-91.84742,40.3791,,,,,247.2874
4169,-91.84742,40.37909,,,,,242.15588
4170,-91.84742,40.37908,,,,,244.9361
4171,-91.84742,40.37906,,,,,240.70044
4172,-91.84742,40.37905,,,,,245.11719
4173,-91.84742,40.37904,,,,,260.20651
4174,-91.84742,40.37902,,,,,271.04119
4175,-91.84742,40.37901,,,,,270.33249
4176,-91.84742,40.379,,,,,292.96879
4177,-91.84742,40.37899,,,,,273.92359
4178,-91.84742,40.37897,,,,,265.70309
4179,-91.84742,40.37896,,,,,235.36883
4180,-91.84742,40.37895,,,,,244.95352
4181,-91.84742,40.37893,,,,,252.80371
4182,-91.84742,40.37892,,,,,238.49993
4183,-91.84742,40.37891,,,,,260.45157
4184,-91.84742,40.37889,,,,,269.35172
4185,-91.84742,40.37888,,,,,277.16531
4186,-91.84742,40.37887,,,,,271.56838
4187,-91.84742,40.37885,,,,,242.7477
4188,-91.84742,40.37884,,,,,239.95265
4189,-91.84742,40.37883,,,,,240.84993
4190,-91.84742,40.37881,,,,,233.99212
4191,-91.84742,40.3788,,,,,257.44438
4192,-91.84742,40.37879,,,,,262.38193
4193,-91.84742,40.37877,,,,,252.49426
4194,-91.84742,40.37876,,,,,246.97941
4195,-91.84743,40.37875,,,,,238.41224
4196,-91.84742,40.37873,,,,,230.51162
4197,-91.84742,40.37872,,,,,245.5917
4198,-91.84742,40.37871,,,,,234.77543
4199,-91.84742,40.37869,,,,,240.74523
4200,-91.84742,40.37868,,,,,231.78009
4201,-91.84742,40.37867,,,,,256.94984
4202,-91.84743,40.37865,,,,,260.19978
4203,-91.84743,40.37864,,,,,234.01502
4204,-91.84743,40.37863,,,,,248.66214
4205,-91.84743,40.37861,,,,,247.44193
4206,-91.84743,40.3786,,,,,235.95245
4207,-91.84743,40.37859,,,,,239.14256
4208,-91.84743,40.37857,,,,,225.31692
4209,-91.84743,40.37856,,,,,228.18803
4210,-91.84743,40.37855,,,,,215.92811
4211,-91.84743,40.37853,,,,,219.19489
4212,-91.84743,40.37852,,,,,242.35515
4213,-91.84743,40.37851,,,,,246.21254
4214,-91.84743,40.37849,,,,,262.7209
4215,-91.84743,40.37848,,,,,242.22345
4216,-91.84743,40.37847,,,,,241.12009
4217,-91.84743,40.37845,,,,,242.61325
4218,-91.84743,40.37844,,,,,222.37755
4219,-91.84743,40.37843,,,,,235.71244
4220,-91.84743,40.37841,,,,,232.35261
4221,-91.84743,40.3784,,,,,244.27825
4222,-91.84743,40.37839,,,,,242.34138
4223,-91.84743,40.37837,,,,,236.51807
4224,-91.84743,40.37836,,,,,226.10566
4225,-91.84743,40.37835,,,,,239.77734
4226,-91.84743,40.37833,,,,,249.32617
4227,-91.84743,40.37832,,,,,243.52402
4228,-91.84743,40.37831,,,,,236.49284
4229,-91.84743,40.37829,,,,,251.82197
4230,-91.84743,40.37828,,,,,257.98512
4231,-91.84743,40.37827,,,,,251.13511
4232,-91.84743,40.37825,,,,,256.64363
4233,-91.84743,40.37824,,,,,251.36064
4234,-91.84743,40.37823,,,,,237.80557
4235,-91.84743,40.37822,,,,,246.87273
4236,-91.84743,40.3782,,,,,248.03021
4237,-91.84743,40.37819,,,,,242.78648
4238,-91.84743,40.37818,,,,,244.9549
4239,-91.84743,40.37816,,,,,224.85674
4240,-91.84743,40.37815,,,,,226.55522
4241,-91.84743,40.37814,,,,,253.97526
4242,-91.84743,40.37813,,,,,252.50977
4243,-91.84743,40.37811,,,,,266.8693
4244,-91.84743,40.3781,,,,,263.87047
4245,-91.84743,40.37809,,,,,248.68865
4246,-91.84743,40.37807,,,,,249.84203
4247,-91.84744,40.37806,,,,,251.82871
4248,-91.84744,40.37805,,,,,247.80845
4249,-91.84743,40.37804,,,,,248.11939
4250,-91.84744,40.37802,,,,,236.97888
